02-May-2019 10:03:38
Sound experiment logfile
Participant 11

sound1,sound2,response
3,2,2
2,1,2
8,7,2
28,26,1
19,8,2
28,27,2
38,26,2
19,9,2
25,24,1
19,4,2
19,7,2
38,22,2
19,6,2
5,6,1
22,38,1
24,38,1
27,38,1
25,38,1
1,19,1
8,9,1
4,5,1
8,19,1
1,3,1
26,28,2
7,8,1
2,19,1
7,19,1
20,38,1
23,25,2
28,38,1
26,27,2
23,38,1
1,2,2
3,19,1
21,38,1
6,19,1
20,21,2
20,22,2
7,9,1
27,28,2
23,24,2
21,22,2
24,25,2
26,38,1
2,3,2
5,19,1
9,19,1
4,6,1
4,19,1
38,23,2
19,7,2
9,8,2
38,28,2
9,7,1
38,21,2
28,27,2
19,1,2
19,5,2
8,7,1
25,23,2
19,8,2
24,23,1
3,2,1
27,26,2
22,20,1
19,4,2
28,26,1
2,1,1
19,3,2
19,9,2
38,20,2
38,26,2
25,24,2
19,6,2
6,4,2
6,5,2
22,21,2
38,27,2
21,20,2
38,22,2
38,24,2
3,1,2
5,4,2
38,25,2
19,2,2
29,20,2
21,30,1
2,11,1
2,11,1
12,3,2
22,31,1
12,3,2
31,22,1
31,22,2
1,10,1
29,20,2
20,29,1
10,1,1
31,22,2
11,2,2
10,1,2
20,29,1
30,21,2
29,20,2
20,29,1
22,31,1
2,11,1
11,2,2
3,12,1
21,30,2
10,1,2
22,31,1
3,12,1
30,21,1
21,30,1
11,2,2
12,3,2
1,10,1
1,10,1
3,12,1
30,21,2
